,emp_title,annual_income,homeownership
2400,massage therapist,35000.0,RENT
2401,graphic designer,40000.0,RENT
2402,attorney,90000.0,RENT
2403,lift driver ,45000.0,RENT
2404,senior right of way agent,61368.0,RENT
2405,system engneer,92000.0,MORTGAGE
2406,accountant ,60000.0,RENT
2407,operations manager,120000.0,MORTGAGE
2408,brake line operator ,50000.0,OWN
2409,customer service,38000.0,MORTGAGE
2411, quality control technician ,50000.0,MORTGAGE
2412,asst customer service manager,38450.0,MORTGAGE
2413,purchasing assistant,31360.0,RENT
2414,manager,43000.0,RENT
2415,monorail tech,48000.0,MORTGAGE
2416,rehab tech,40000.0,RENT
2417,operator,65000.0,OWN
2419,engineer,112000.0,RENT
2420,bartender,32000.0,OWN
2421,audit manager,92200.0,RENT
2422,emt,49000.0,RENT
2423,housekeeper,24480.0,OWN
2425,team member,42000.0,MORTGAGE
2426,sales,103000.0,MORTGAGE
2427,home manager,54000.0,RENT
2428,dependency case manager,42000.0,RENT
2430,receptionist ,44211.0,MORTGAGE
2431,city carrier ,64000.0,RENT
2432,specialist,52000.0,RENT
2434,letter carrier,42000.0,RENT
2435,director of national accounts,135000.0,MORTGAGE
2436,software support engineer,80000.0,RENT
2437,senior business analyst ,110000.0,MORTGAGE
2438,teacher,30000.0,RENT
2439,driver,64000.0,MORTGAGE
2440,sheet metal worker/truck driver,48000.0,RENT
2441,travel agent,40000.0,MORTGAGE
2442,front desk,38000.0,MORTGAGE
2443,network technician,101000.0,RENT
2444,technician,50000.0,MORTGAGE
2445,registered nurse,85000.0,RENT
2446,truck driver,125000.0,RENT
2447,professional truck driver,50000.0,RENT
2450,it manager,110000.0,MORTGAGE
2451,ceo,67700.0,MORTGAGE
2452,patient care advocate ,32000.0,RENT
2453,agent,54300.0,MORTGAGE
2454,research coordinator,35000.0,MORTGAGE
2455,outside sales representative ,55000.0,MORTGAGE
2456,labor,75000.0,OWN
2457,desk clerk,50000.0,OWN
2459,psychiatrist ,200000.0,RENT
2460,package car driver,140000.0,MORTGAGE
2461,account manager,90000.0,OWN
2462,human resource sergeant,75894.0,RENT
2464,lvnurse,50000.0,RENT
2466,flight attendant,105000.0,MORTGAGE
2467,driver,60000.0,RENT
2468,marketing director ,90000.0,MORTGAGE
2469,project architect,115000.0,RENT
2471,laborer,75000.0,OWN
2472,contractor,58000.0,RENT
2473,manager,50000.0,RENT
2474,executive vp,167000.0,MORTGAGE
2476,hr mgr,108000.0,MORTGAGE
2477,social worker,69000.0,MORTGAGE
2478,director of nursing,119016.0,OWN
2479,charge nurse,80000.0,MORTGAGE
2480,senior legistics,99270.0,MORTGAGE
2481,fragrance specialist ,47000.0,RENT
2482,manager,90000.0,MORTGAGE
2483,engineer,80000.0,RENT
2484,eligibility specialist,64660.0,RENT
2485,financial advisor,92000.0,RENT
2486,"a,b operater ",82000.0,MORTGAGE
2488,key accounts manager,135000.0,RENT
2489,broker/realtor,89000.0,MORTGAGE
2490,assistant manager,50000.0,MORTGAGE
2491,shipping manager,88000.0,MORTGAGE
2492,registered nurse,70000.0,OWN
2493,clerical,34771.0,OWN
2494,psychologist,125000.0,RENT
2495,owner,125000.0,MORTGAGE
2496,senior customer care associate,46280.0,MORTGAGE
2497,marketing director,100000.0,MORTGAGE
2498,attraction attendant ,13000.0,RENT
2499,specialist,100000.0,OWN
2500,project manager,163000.0,MORTGAGE
2501,computer operator specialist,75000.0,MORTGAGE
2502,teacher,75000.0,MORTGAGE
2503,welding foreman,165000.0,MORTGAGE
2504,loan officer,169000.0,MORTGAGE
2505,medication aide,30000.0,RENT
2506,registered nurse,60000.0,MORTGAGE
2507,veterans technician,85451.0,RENT
2508,asst terminal manager,83000.0,MORTGAGE
2509,baker,15000.0,OWN
2510,driver,54000.0,MORTGAGE
2511,bartender ,40000.0,RENT
2512,administrative assistant ii,37440.0,MORTGAGE
2513,scheduler,90000.0,RENT
2514,foreman,80000.0,MORTGAGE
2515,supervisor,51632.0,OWN
2516,retail,33000.0,MORTGAGE
2517,eligibility ,61000.0,MORTGAGE
2518,plant manager,111000.0,MORTGAGE
2519,rn,60000.0,RENT
2520,test engineer,72000.0,MORTGAGE
2521,cems technician,95000.0,OWN
2522,social worker,68000.0,RENT
2523,dir of tech services,180000.0,OWN
2524,truck driver,98000.0,RENT
2525,adjunct instructor,72000.0,MORTGAGE
2526,sales,75000.0,MORTGAGE
2527,hr manager ,110000.0,MORTGAGE
2528,owner,42000.0,RENT
2529,esthetician,42000.0,RENT
2530,nnp,135000.0,MORTGAGE
2532,branch manager,92000.0,MORTGAGE
2533,supervisor security specialist,75000.0,MORTGAGE
2534,owner,35000.0,RENT
2535,project design engineer ,70000.0,RENT
2537,computer technician,55000.0,RENT
2538,principal engineer,155000.0,MORTGAGE
2539,operations manager,70000.0,MORTGAGE
2540,custom protection officer,52000.0,RENT
2541,21 dealer,44000.0,OWN
2542,physician,200000.0,RENT
2543,rc,38000.0,MORTGAGE
2544,manager,88272.0,MORTGAGE
2545,system director,90000.0,OWN
2547,teacher,70000.0,RENT
2548,health care ,36000.0,MORTGAGE
2549,care coordinator ,65000.0,OWN
2550,sales/front-line underwriting,45000.0,RENT
2551,supervisor,45000.0,RENT
2552,foreman,70000.0,MORTGAGE
2553,communications specialist,68000.0,MORTGAGE
2554,manager,60000.0,RENT
2555,senior juvenile institutions officer ,87000.0,MORTGAGE
2557,partner attorney,102000.0,MORTGAGE
2558,lead parts technician ,97000.0,MORTGAGE
2560,assistant complex manager,165000.0,MORTGAGE
2561,financial aid counselor,48000.0,MORTGAGE
2562,mechanic,45000.0,MORTGAGE
2563,counselor,46000.0,MORTGAGE
2564,parts technician,72000.0,MORTGAGE
2565,managet,90000.0,RENT
2567,banker,55000.0,MORTGAGE
2568,psychiatric social clerk i,53953.0,RENT
2569,service technician,32000.0,RENT
2570,sanitation specialist,59000.0,MORTGAGE
2571,category gaming manager,150000.0,RENT
2572,"expo, cashier, shift lead",48000.0,RENT
2573,controller,129000.0,MORTGAGE
2575,president ,90000.0,MORTGAGE
2576,barach manager,120000.0,RENT
2577,business analyst,95000.0,MORTGAGE
2578,office manager,42000.0,RENT
2579,driver,50000.0,RENT
2580,retail sales,62000.0,RENT
2582,supply technician,53774.0,MORTGAGE
2584,hvac tech ,50000.0,MORTGAGE
2585,finance manager,110000.0,OWN
2586,server,34000.0,RENT
2587,shipping,54000.0,MORTGAGE
2589,driver/,43000.0,RENT
2590,banquets setup supervisor,64000.0,RENT
2591,rn,75000.0,MORTGAGE
2592,general partner,363000.0,MORTGAGE
2593,district level administor,68000.0,RENT
2595,social worker,52000.0,RENT
2597,field service technician,50120.0,MORTGAGE
2598,production,80000.0,MORTGAGE
2599,secretary,37260.0,RENT
2600,software engineer,128000.0,RENT
2601,automotive technician ,40000.0,MORTGAGE
2602,supervisor spd,65000.0,RENT
2604,waitress,33000.0,RENT
2605,registered nurse supervisor,102000.0,MORTGAGE
2606,director of sales,430000.0,MORTGAGE
2607,admission's co-ordinator,115942.0,MORTGAGE
2608,director of training,60000.0,RENT
2609,firefighter emt ,81526.0,MORTGAGE
2610,appliance specialist,40000.0,MORTGAGE
2611,sales person,105000.0,OWN
2612,cmo,377000.0,MORTGAGE
2613,teller,29000.0,RENT
2615,sales,47000.0,MORTGAGE
2616,configuration analyst,122000.0,RENT
2617,manager,74300.0,RENT
2618,deputy sheriff,94000.0,MORTGAGE
2619,banquet supervisor,55000.0,OWN
2620,administrative,125000.0,OWN
2622,teacher aide,55000.0,RENT
2623,police officer,100000.0,RENT
2624,systems administrator ,98000.0,RENT
2625,vice president,70000.0,MORTGAGE
2626,purchasing manager,115000.0,MORTGAGE
2627,license practical nurse,70000.0,OWN
2628,construction laborer,80000.0,RENT
2629,assistant professor,87000.0,MORTGAGE
2630,teacher,46000.0,RENT
2631,office manager,35000.0,MORTGAGE
2632,repairman,40000.0,MORTGAGE
2633,driver,80000.0,MORTGAGE
2634,manager,75000.0,OWN
2635,engineer ,70000.0,MORTGAGE
2636,welder,48000.0,RENT
2637,owner,110000.0,MORTGAGE
2638,sales,53000.0,RENT
2639,music teacher,34000.0,RENT
2640,sales rep,90000.0,MORTGAGE
2641,sales manager,130000.0,OWN
2642,service technicia,50000.0,MORTGAGE
2643,technician,98000.0,MORTGAGE
2644,professor/faculty media adviser,67000.0,RENT
2645,project engineer,100000.0,MORTGAGE
2646,supervisor,63000.0,MORTGAGE
2647,compliance / ops support,52000.0,MORTGAGE
2648,dispatcher,39600.0,RENT
2649,eligibility supervisor,65000.0,OWN
2650,underwriter,84000.0,OWN
2651,district manager,106000.0,MORTGAGE
2652,supervisor ,75000.0,MORTGAGE
2653,store training manager,45000.0,RENT
2654,director of transportation ,95000.0,MORTGAGE
2655,customer service agent,48000.0,RENT
2657,supervisor/installer,38000.0,MORTGAGE
2658,accounting ,33000.0,RENT
2659,rn,62200.0,MORTGAGE
2660,cardiac perfusionist,285000.0,MORTGAGE
2661,editor,45000.0,RENT
2662,account manager,70000.0,RENT
2663,vice president,100000.0,MORTGAGE
2664,paramedic,70000.0,MORTGAGE
2665,motor vehicle representative,40825.0,MORTGAGE
2666,account rep,70000.0,MORTGAGE
2668,nurse,45000.0,RENT
2669,loan officer,100000.0,MORTGAGE
2670,owner,30000.0,OWN
2671,supervisor tempering,40000.0,OWN
2672,equipment operator ,50000.0,OWN
2673,sr client service associate,75000.0,RENT
2674,director of operations ,200000.0,RENT
2675,global sales director,150000.0,MORTGAGE
2676,special projects administrator,100000.0,MORTGAGE
2677,superintendent,38000.0,RENT
2678,fumigation tech,35000.0,RENT
2680,membership associate,55000.0,MORTGAGE
2681,superintendent,93600.0,MORTGAGE
2682,district judge,90000.0,MORTGAGE
2683,sr web developer,88000.0,OWN
2684,general manager,35000.0,OWN
2685,principal analyst ,110500.0,MORTGAGE
2687,finance manager,300000.0,OWN
2688,meat and poultry inspector,60000.0,MORTGAGE
2689,parts inspector,39000.0,MORTGAGE
2691,pharmacist,120000.0,RENT
2692,manager,100000.0,RENT
2693,carpenter ,70000.0,RENT
2694,lot tech/porter,34500.0,OWN
2695,office administrator,73000.0,RENT
2696,supervisor,42000.0,OWN
2697,deputy,170000.0,MORTGAGE
2698,owner,100000.0,OWN
2699,flight nurse ,83000.0,RENT
2700, combo psc/hub,90000.0,MORTGAGE
2701,stamping quality control,55000.0,OWN
2702,administrative secretary,38000.0,MORTGAGE
2703,carpenter ,51000.0,OWN
2704,project coordinator contractor,68640.0,RENT
2705,driver,67000.0,MORTGAGE
2706,team lead ,48000.0,OWN
2707,account receivables,30000.0,OWN
2708,motorman,75000.0,OWN
2709,forklift operator ,45000.0,RENT
2710,account manager,120000.0,MORTGAGE
2711,corporate bookkeeper,75000.0,OWN
2713,owner ,80000.0,RENT
2714,telecommunications technician,90000.0,RENT
2715,maintenance technician ,78000.0,MORTGAGE
2716,director,600000.0,OWN
2717,retail associate manager,40000.0,MORTGAGE
2718,manager,57500.0,RENT
2719,shipping coordinator,42000.0,MORTGAGE
2720,nurse practitioner,120000.0,MORTGAGE
2721,sales manager ,100000.0,MORTGAGE
2722,technical support engineer,70000.0,RENT
2724,sales consultant,36240.0,RENT
2726,utilization manager reviewer ,74000.0,MORTGAGE
2727,director of bi and analytics,120000.0,MORTGAGE
2728,operations manager ,132500.0,OWN
2729,dispatcher,35000.0,RENT
2730,receptionist,58000.0,RENT
2731,managing director,144000.0,MORTGAGE
2732,financial center manager,64000.0,RENT
2733,analyst,46000.0,RENT
2734,truck driver,80000.0,MORTGAGE
2735,sales associate ,57000.0,MORTGAGE
2736,paralegal,59000.0,RENT
2737,regional manager,120000.0,MORTGAGE
2738,customer account analyst,75000.0,OWN
2739,consultant,250000.0,MORTGAGE
2740,automation engineering manager,175000.0,MORTGAGE
2741,systems administrator,140000.0,MORTGAGE
2742,medical assistant,28500.0,MORTGAGE
2743,home health aide,52000.0,RENT
2744,maintenance/parts,24000.0,RENT
2745,cashier ,18000.0,RENT
2746,director of operations,138900.0,RENT
2747,senior staff analysy,81257.8,OWN
2748,vice president,152000.0,OWN
2749,supervisor ,75000.0,OWN
2750,driver,34113.0,RENT
2751,engineering manager,125000.0,MORTGAGE
2752,director of human resources,120000.0,MORTGAGE
2753,transmission supervisor,204000.0,MORTGAGE
2754,boilers operator ,90000.0,MORTGAGE
2755,service advisor,70200.0,MORTGAGE
2757,regional sales manager,130000.0,MORTGAGE
2758,payroll tech,30000.0,MORTGAGE
2760,program analyst,105000.0,RENT
2761,commercial driver,70000.0,RENT
2762,facility maintanace,39000.0,RENT
2763,mechanical engineer,88000.0,MORTGAGE
2764,assistant property manager,55000.0,RENT
2765,mro supervisor,90000.0,OWN
2767,director of nursing ,86000.0,MORTGAGE
2768,financial aide accounts technician,32500.0,MORTGAGE
2769,manager,164200.0,MORTGAGE
2770,rn,65000.0,MORTGAGE
2771,regional it security manager,93844.0,OWN
2772,planner,82000.0,MORTGAGE
2773,senior manager,150000.0,MORTGAGE
2774,training developer,70000.0,MORTGAGE
2775,radio operator,24000.0,RENT
2776,president,200000.0,RENT
2777,manager,50000.0,RENT
2778,sr admin specialist,69000.0,MORTGAGE
2779,supeintendent,885000.0,RENT
2780,st fraud specialist,72000.0,MORTGAGE
2781,manager,35000.0,MORTGAGE
2782,funding manager,72000.0,MORTGAGE
2783,loan officer assistant,92000.0,MORTGAGE
2784,owner,93707.0,OWN
2785,animal groomer,64000.0,MORTGAGE
2786,owner,44500.0,OWN
2787,counselor,83000.0,MORTGAGE
2788,supervisor,47800.0,RENT
2789,operations manager,62000.0,MORTGAGE
2791,family nurse practitioner,140000.0,MORTGAGE
2792,truck driver,74000.0,OWN
2793,city councilor ,60000.0,RENT
2794,program chair,110000.0,MORTGAGE
2795,landfill attendant,60000.0,MORTGAGE
2796,farm manager,80000.0,MORTGAGE
2797,pre verification specialist,42000.0,RENT
2798,certified nurse assistant ,33600.0,OWN
2799,fork lift driver,60000.0,OWN
2800,surgical tech,40000.0,MORTGAGE
2802,"receptionist, intake,driver",29760.0,RENT
2803,research associate,56000.0,RENT
2804,"director, enterprise solutions",125000.0,RENT
2805,parts manager,53000.0,RENT
2806,machinen operarto cnc,60000.0,RENT
2807,licensed optician ,50000.0,MORTGAGE
2808,attorney ,600000.0,OWN
2809,owner,100000.0,MORTGAGE
2810,it analyst,146000.0,MORTGAGE
2811,it specialist,90000.0,RENT
2812,general manager,65000.0,MORTGAGE
2813,sr shelf edge analyst,47000.0,RENT
2814,itd,96000.0,MORTGAGE
2815,project manager,65000.0,MORTGAGE
2816,electronics technician,55000.0,MORTGAGE
2818,assistant store  manager,49000.0,MORTGAGE
2819,registered nurse,55000.0,OWN
2820,cantor,240000.0,MORTGAGE
2821,director of operations,80000.0,MORTGAGE
2822,software tech,75000.0,RENT
2823,butcher,55000.0,RENT
2824,clinical manager,35000.0,MORTGAGE
2825,pharmacy technician,55000.0,OWN
2826,civil engineer 2,95543.0,OWN
2827,it manager,50000.0,OWN
2828,accountant,54500.0,RENT
2829,wheel tech,55000.0,OWN
2830,network operations center analyst,60000.0,RENT
2831,ramp lead,48000.0,RENT
2832,sales,151000.0,MORTGAGE
2833,staffing consultant,40000.0,RENT
2834,aircraft technician,120000.0,RENT
2835,engineering technician ,75000.0,MORTGAGE
2837,senior manager,127000.0,RENT
2838,driver,135000.0,MORTGAGE
2839,supervisor,138000.0,MORTGAGE
2840,associate project manager,90000.0,RENT
2841,assistant head,105000.0,RENT
2842,sales,100000.0,OWN
2843,writer producer scripps interactive,90000.0,RENT
2844,principal secretary ,40000.0,RENT
2845,escrow officer,68000.0,MORTGAGE
2848,technician,120000.0,OWN
2849,painter/blaster,45000.0,OWN
2850,account manager,68000.0,MORTGAGE
2851,oven operator ,60000.0,MORTGAGE
2852,line cook,15984.0,RENT
2853,sales manager ,67000.0,MORTGAGE
2855,driver,54000.0,RENT
2856,executive assistant,90000.0,MORTGAGE
2857,mamager,25000.0,RENT
2858,it system administrator,72000.0,RENT
2859,concierge specialist,67000.0,RENT
2860,therapist,80000.0,MORTGAGE
2861,buyer,75000.0,RENT
2862,principal customer care analyst,130000.0,MORTGAGE
2863,office manager,87040.0,RENT
2864,software engineer,140000.0,RENT
2865,customer management ,51000.0,MORTGAGE
2866,principal user experience engineer,162000.0,RENT
2867,millwright,80000.0,OWN
2868,foreman,125000.0,RENT
2869,quality manager,75000.0,MORTGAGE
2870,area sales manager,183000.0,MORTGAGE
2871,help desk,43000.0,MORTGAGE
2872,operations manager,55000.0,RENT
2873,maint mannager,105000.0,MORTGAGE
2874,case manager ,80000.0,MORTGAGE
2875,federal work-study,5235.0,MORTGAGE
2876,project manager/ developer,115000.0,MORTGAGE
2877,digital content specialist,50000.0,RENT
2878,teacher ,80000.0,MORTGAGE
2879,waitress,60000.0,RENT
2880,technical support manager,130000.0,RENT
2881,receptionist ,70000.0,RENT
2882,sr operations analyst,72672.0,RENT
2883,maintenance,52000.0,MORTGAGE
2884,tech suppo,56000.0,RENT
2885,loan originator,107000.0,RENT
2886,technology coordinator ,61582.0,RENT
2887,director of it,105000.0,MORTGAGE
2888,fire captain ,130000.0,MORTGAGE
2889,assistant teacher,54200.0,RENT
2890,showroom manager,90000.0,MORTGAGE
2891,security tech,95000.0,RENT
2892,automation engineer,115200.0,RENT
2894,admin assistant,54500.0,RENT
2895,"system manager, quality- rn",82000.0,OWN
2896,admin assistant,39000.0,MORTGAGE
2897,loan administrator,80000.0,RENT
2898,operator,94000.0,MORTGAGE
2899,cooler service technician,45000.0,RENT
2900,recruiter ,50000.0,RENT
2901,unit clerk,54000.0,RENT
2902,project lead in it,120000.0,OWN
2903,communication agent,48000.0,RENT
2904,physician ,190000.0,MORTGAGE
2905,construction inspector ii,85000.0,OWN
2906,executive assistant to the dean,65000.0,OWN
2907,senior regional property manager,119000.0,MORTGAGE
2908,developmental specialist,45000.0,MORTGAGE
2909,teacher,90000.0,MORTGAGE
2910,maintenance mechanic/control specialist ,101000.0,MORTGAGE
2911,territorial sales rep,75000.0,RENT
2912,senior analyst,35000.0,MORTGAGE
2913,sales consultant ,95000.0,MORTGAGE
2914,sales,40000.0,OWN
2916,teachrr,100000.0,RENT
2917,vice president,108367.0,MORTGAGE
2919,assistant managee,78000.0,RENT
2920,yard driver,48000.0,MORTGAGE
2922,sales,175000.0,MORTGAGE
2924,manager,90000.0,MORTGAGE
2925,freelance electrician,36000.0,RENT
2926,rn,103000.0,RENT
2927,program director ,45000.0,RENT
2928,waitress,60000.0,RENT
2931,teacher ,97000.0,MORTGAGE
2932,billing supervisor,58734.0,RENT
2933,purchasing manager,102000.0,MORTGAGE
2934,registered nurse,79000.0,MORTGAGE
2935,medical assistant ,35000.0,MORTGAGE
2936,pca,32028.0,RENT
2937,cyber specialist,74000.0,RENT
2938,sr systems engineer,92000.0,MORTGAGE
2939,head teller,25000.0,MORTGAGE
2940,planning asso,53000.0,MORTGAGE
2941,client service rep ii,42000.0,MORTGAGE
2942,general maintenance iii,64000.0,RENT
2943,underwriter/agent,62339.0,MORTGAGE
2944,clerk,67000.0,MORTGAGE
2945,front desk receptionist guard,22000.0,RENT
